"gene_ids"	"gene_symbols"	"locus"	"num_cells_expressed"	"mean_expr"	"percent_detection"	"use_for_ordering"
"ENSMUSG00000000399.7"	"Ndufa9"	"chr6:126821862-126849144"	391	1.81200143452633	52.3427041499331	FALSE
"ENSMUSG00000000402.2"	"Egfl6"	"chrX:166523006-166585720"	7	0.0104777038695655	0.937081659973226	FALSE
"ENSMUSG00000000409.11"	"Lck"	"chr4:129548343-129573641"	13	0.0290732925746533	1.74029451137885	FALSE
"ENSMUSG00000000411.7"	"Tssk3"	"chr4:129489013-129491022"	2	0.000683890128771348	0.267737617135207	FALSE
"ENSMUSG00000000416.13"	"Cttnbp2"	"chr6:18366477-18514869"	30	0.031392677291741	4.01606425702811	FALSE
"ENSMUSG00000000420.12"	"Galnt1"	"chr18:24205343-24286818"	136	0.185874370749727	18.2061579651941	FALSE
"ENSMUSG00000000435.1"	"Myf5"	"chr10:107482907-107486134"	0	0	0	FALSE
"ENSMUSG00000000439.8"	"Mkrn2"	"chr6:115601937-115676635"	98	0.181553544706106	13.1191432396252	FALSE
"ENSMUSG00000000440.9"	"Pparg"	"chr6:115361220-115490401"	0	0	0	FALSE
"ENSMUSG00000000441.14"	"Raf1"	"chr6:115601937-115676635"	365	1.03980989764415	48.8621151271754	FALSE
"ENSMUSG00000000486.10"	"Sept1"	"chr7:127214446-127218498"	27	0.035387970067501	3.6144578313253	FALSE
"ENSMUSG00000000489.6"	"Pdgfb"	"chr15:79995899-80014808"	0	0	0	FALSE
"ENSMUSG00000000530.13"	"Acvrl1"	"chr15:101128521-101145336"	1	0.00159973651813805	0.133868808567604	FALSE
"ENSMUSG00000000531.4"	"Grasp"	"chr15:101224206-101232755"	37	0.0391055111885432	4.95314591700134	FALSE
"ENSMUSG00000000532.10"	"Acvr1b"	"chr15:101174066-101213679"	38	0.0253429318730147	5.08701472556894	FALSE
"ENSMUSG00000000538.15"	"Tom1l2"	"chr11:60226713-60352905"	99	0.172665296022871	13.2530120481928	FALSE
"ENSMUSG00000000544.11"	"Gpa33"	"chr1:166130237-166166510"	0	0	0	FALSE
"ENSMUSG00000000552.9"	"Zfp385a"	"chr15:103313894-103340086"	227	0.174476899169996	30.3882195448461	FALSE
"ENSMUSG00000000555.6"	"Itga5"	"chr15:103344288-103366763"	27	0.0307773829749467	3.6144578313253	FALSE
"ENSMUSG00000000560.6"	"Gabra2"	"chr5:70957596-71095849"	11	0.020255997408093	1.47255689424364	TRUE
"ENSMUSG00000000561.11"	"Wdr77"	"chr3:105942697-105987423"	298	0.990946203812228	39.8929049531459	FALSE
"ENSMUSG00000000562.5"	"Adora3"	"chr3:105870857-105924042"	0	0	0	FALSE
"ENSMUSG00000000563.14"	"Atp5f1"	"chr3:105942697-105987423"	630	4.68689055579629	84.3373493975904	FALSE
"ENSMUSG00000000567.5"	"Sox9"	"chr11:112782223-112787760"	567	1.19446471233577	75.9036144578313	FALSE
"ENSMUSG00000000568.12"	"Hnrnpd"	"chr5:99955934-99978938"	566	1.15310295043049	75.7697456492637	FALSE
"ENSMUSG00000000579.11"	"Dynlt1c"	"chr17:6601670-6609774"	256	0.228030099853156	34.2704149933066	FALSE
"ENSMUSG00000000581.5"	"C1d"	"chr11:17257578-17269176"	398	0.94637933203199	53.2797858099063	FALSE
"ENSMUSG00000000594.7"	"Gm2a"	"chr11:55098114-55113029"	232	0.229286629182288	31.0575635876841	FALSE
"ENSMUSG00000000600.12"	"Krit1"	"chr5:3803183-3866596"	262	0.563943709931959	35.0736278447122	FALSE
"ENSMUSG00000000605.8"	"Clcn4-2"	"chr7:7282315-7299511"	225	0.387838992026116	30.1204819277108	FALSE
"ENSMUSG00000000606.12"	"Vmn2r88"	"chr14:51361755-51662953"	0	0	0	FALSE
"ENSMUSG00000000617.11"	"Grm6"	"chr11:50850684-50866208"	1	0.000676692682251536	0.133868808567604	FALSE
"ENSMUSG00000000627.12"	"Sema4f"	"chr6:82911884-82939769"	2	0.00209654783441886	0.267737617135207	FALSE
"ENSMUSG00000000628.7"	"Hk2"	"chr6:82725024-82774454"	141	0.203741906021553	18.8755020080321	FALSE
"ENSMUSG00000000631.16"	"Myo18a"	"chr11:77763245-77865980"	126	0.192473034127227	16.8674698795181	FALSE
"ENSMUSG00000000632.10"	"Sez6"	"chr11:77930799-77979048"	16	0.0245131170956052	2.14190093708166	FALSE
"ENSMUSG00000000673.8"	"Haao"	"chr17:83831355-83846790"	1	0.000503627118780394	0.133868808567604	FALSE
"ENSMUSG00000000682.7"	"Cd52"	"chr4:134065911-134095082"	0	0	0	FALSE
"ENSMUSG00000000686.11"	"Abhd15"	"chr11:77508098-77607815"	32	0.0373070975082385	4.28380187416332	FALSE
"ENSMUSG00000000690.5"	"Hoxb6"	"chr11:96291023-96306910"	1	0.000167114627485184	0.133868808567604	FALSE
"ENSMUSG00000000693.7"	"Loxl3"	"chr6:83034172-83057680"	48	0.0589414800609271	6.42570281124498	FALSE
"ENSMUSG00000000701.7"	"Tcl1b5"	"chr12:105176357-105181143"	0	0	0	FALSE
"ENSMUSG00000000706.12"	"Btn1a1"	"chr13:23456991-23465901"	1	0.000816741493088094	0.133868808567604	FALSE
"ENSMUSG00000000708.11"	"Kat2b"	"chr17:53566860-53672720"	67	0.172207705430955	8.96921017402945	TRUE
"ENSMUSG00000000711.2"	"Rab5b"	"chr10:128677192-128696268"	211	0.268527016737578	28.2463186077644	FALSE
"ENSMUSG00000000724.10"	"Cryba1"	"chr11:77686154-77741921"	1	0.00384316033604545	0.133868808567604	FALSE
"ENSMUSG00000000730.10"	"Dnmt3l"	"chr10:78030021-78063622"	0	0.000224495329441707	0	FALSE
"ENSMUSG00000000731.12"	"Aire"	"chr10:78030021-78063622"	2	0.0043605383786273	0.267737617135207	FALSE
"ENSMUSG00000000732.8"	"Icosl"	"chr10:78069359-78079525"	15	0.00887781474686429	2.00803212851406	FALSE
"ENSMUSG00000000738.14"	"Spg7"	"chr8:119910359-124345724"	120	0.213717237397598	16.0642570281125	FALSE
"ENSMUSG00000000739.10"	"Sult5a1"	"chr8:119910359-124345724"	3	0.00762312986415187	0.401606425702811	FALSE
"ENSMUSG00000000740.8"	"Rpl13"	"chr8:119910359-124345724"	760	16.8584857899107	101.740294511379	FALSE
"ENSMUSG00000000743.8"	"Chmp1a"	"chr8:119910359-124345724"	283	0.790938894666538	37.8848728246319	FALSE
"ENSMUSG00000000751.10"	"Rpa1"	"chr11:75298165-75348324"	307	1.31034332384585	41.0977242302544	FALSE
"ENSMUSG00000000753.12"	"Serpinf1"	"chr11:75409768-75422701"	19	0.0492136671103735	2.54350736278447	FALSE
"ENSMUSG00000000759.11"	"Tubgcp3"	"chr8:12614276-12679229"	201	0.469195435173492	26.9076305220884	FALSE
"ENSMUSG00000000766.15"	"Oprm1"	"chr10:6740628-7052478"	0	0.000100046630861226	0	FALSE
"ENSMUSG00000000776.9"	"Polr3d"	"chr14:70438747-70443471"	89	0.15114340782371	11.9143239625167	FALSE
"ENSMUSG00000000782.12"	"Tcf7"	"chr11:51949881-52286179"	12	0.00504253956036873	1.60642570281124	FALSE
"ENSMUSG00000000787.9"	"Ddx3x"	"chrX:13280969-13294052"	453	1.25429459819226	60.6425702811245	FALSE
"ENSMUSG00000000791.8"	"Il12rb1"	"chr8:70808448-70821424"	0	7.2799494378999e-05	0	FALSE
"ENSMUSG00000000792.2"	"Slc5a5"	"chr8:70882888-70892757"	2	0.00286923922329717	0.267737617135207	FALSE
"ENSMUSG00000000794.9"	"Kcnn3"	"chr3:89520163-89675132"	10	0.00584889585662325	1.33868808567604	FALSE
"ENSMUSG00000000804.11"	"Usp32"	"chr11:84984441-85140161"	99	0.0953778922030492	13.2530120481928	FALSE
"ENSMUSG00000000805.15"	"Car4"	"chr11:84957785-84966044"	0	0	0	FALSE
"ENSMUSG00000000811.10"	"Txnrd3"	"chr6:89643987-89675529"	38	0.0806102747995345	5.08701472556894	FALSE
"ENSMUSG00000000817.10"	"Fasl"	"chr1:161780688-161788495"	0	0	0	FALSE
"ENSMUSG00000000823.13"	"Znf512b"	"chr2:181569148-181655660"	148	0.165921031799125	19.8125836680054	FALSE
"ENSMUSG00000000826.13"	"Dnajc5"	"chr2:181520484-181555133"	272	0.701638055354937	36.4123159303882	FALSE
"ENSMUSG00000000827.15"	"Tpd52l2"	"chr2:181497163-181517966"	431	2.07186802222302	57.6974564926372	FALSE
"ENSMUSG00000000838.14"	"Fmr1"	"chrX:68678540-68717963"	281	0.50015757469145	37.6171352074967	FALSE
"ENSMUSG00000000861.12"	"Bcl11a"	"chr11:24078055-24174123"	133	0.16922523218008	17.8045515394913	FALSE
"ENSMUSG00000000869.9"	"Il4"	"chr11:53602981-53618669"	23	0.00485835197772291	3.07898259705489	FALSE
"ENSMUSG00000000876.8"	"Pxmp4"	"chr2:154585757-154603708"	155	0.27589247183397	20.7496653279786	FALSE
"ENSMUSG00000000881.9"	"Dlg3"	"chrX:100767721-100818410"	45	0.0730858431823806	6.02409638554217	TRUE
"ENSMUSG00000000884.13"	"Gnb1l"	"chr16:18498767-18566679"	86	0.136939552444391	11.5127175368139	TRUE
"ENSMUSG00000000889.8"	"Dbh"	"chr2:27165232-27183200"	0	0	0	FALSE
"ENSMUSG00000000901.12"	"Mmp11"	"chr10:75923221-75932502"	75	0.129933595029287	10.0401606425703	FALSE
"ENSMUSG00000000902.10"	"Smarcb1"	"chr10:75896768-75921617"	457	2.06541236726557	61.1780455153949	FALSE
"ENSMUSG00000000903.3"	"Vpreb3"	"chr10:75943056-75949657"	13	0.0170212120320463	1.74029451137885	FALSE
"ENSMUSG00000000915.12"	"Hip1r"	"chr5:123973627-124032270"	49	0.038691004762988	6.55957161981258	FALSE
"ENSMUSG00000000916.12"	"Nsun5"	"chr5:135369952-135394546"	146	0.275178679027664	19.5448460508701	FALSE
"ENSMUSG00000000934.8"	"Top1mt"	"chr15:75657034-75678800"	38	0.0913142906842951	5.08701472556894	TRUE
"ENSMUSG00000000938.11"	"Hoxa10"	"chr6:52231196-52240854"	0	5.92034371870571e-05	0	FALSE
"ENSMUSG00000000942.10"	"Hoxa4"	"chr6:52162510-52215076"	0	1.48209101298544e-10	0	FALSE
"ENSMUSG00000000948.13"	"Gm38393"	"chr7:59976739-59980932"	80	0.144696223846144	10.7095046854083	FALSE
"ENSMUSG00000000957.9"	"Mmp14"	"chr14:54431611-54441265"	319	0.705422856950656	42.7041499330656	FALSE
"ENSMUSG00000000958.6"	"Slc7a7"	"chr14:54360840-54417780"	12	0.0333534151180925	1.60642570281124	TRUE
"ENSMUSG00000000959.6"	"Oxa1l"	"chr14:54360840-54417780"	165	0.277050071687969	22.0883534136546	FALSE
"ENSMUSG00000000976.10"	"Heatr6"	"chr11:83753695-83783754"	136	0.178817988214303	18.2061579651941	FALSE
"ENSMUSG00000000982.5"	"Ccl3"	"chr11:83647843-83649355"	0	0	0	FALSE
"ENSMUSG00000000983.10"	"Wfdc18"	"chr11:83709014-83711348"	0	0	0	FALSE
"ENSMUSG00000001014.5"	"Icam4"	"chr9:21029372-21030531"	0	0	0	FALSE
"ENSMUSG00000001016.9"	"Ilf2"	"chr3:90476125-90491033"	553	2.70597655770574	74.0294511378849	FALSE
"ENSMUSG00000001017.12"	"Chtop"	"chr3:90498955-90509498"	519	2.09104595559585	69.4779116465863	FALSE
"ENSMUSG00000001018.12"	"Snapin"	"chr3:90476125-90491033"	200	0.853877313263539	26.7737617135207	FALSE
"ENSMUSG00000001020.8"	"S100a4"	"chr3:90603770-90606045"	2	0.00867708027783272	0.267737617135207	FALSE
"ENSMUSG00000001021.9"	"S100a3"	"chr3:90560577-90602702"	3	0.0192176511140508	0.401606425702811	FALSE
"ENSMUSG00000001023.7"	"S100a5"	"chr3:90608522-90611780"	0	0	0	FALSE
"ENSMUSG00000001025.5"	"S100a6"	"chr3:90612881-90614414"	44	0.192639073308995	5.89022757697456	TRUE
"ENSMUSG00000001027.7"	"Scn4a"	"chr11:106318591-106349389"	0	2.44248245894884e-05	0	FALSE
"ENSMUSG00000001029.12"	"Icam2"	"chr11:106377655-106388075"	1	0.000476597981573756	0.133868808567604	FALSE
"ENSMUSG00000001034.14"	"Mapk7"	"chr11:61485430-61494406"	185	0.370504830001412	24.7657295850067	FALSE
"ENSMUSG00000001036.14"	"Epn2"	"chr11:61517248-61579687"	109	0.200591568288678	14.5917001338688	FALSE
"ENSMUSG00000001039.9"	"B9d1"	"chr11:61505143-61512931"	202	1.05084274229164	27.041499330656	TRUE
"ENSMUSG00000001052.12"	"Sec24b"	"chr3:129982758-130061553"	308	0.682924930470908	41.231593038822	FALSE
"ENSMUSG00000001053.12"	"N4bp3"	"chr11:51643062-51650842"	10	0.0171694640372183	1.33868808567604	FALSE
"ENSMUSG00000001054.6"	"Rmnd5b"	"chr11:51619734-51635896"	103	0.230945740445834	13.7884872824632	FALSE
"ENSMUSG00000001056.3"	"Nhp2"	"chr11:51619734-51635896"	344	0.992923190786255	46.0508701472557	FALSE
"ENSMUSG00000001062.14"	"Vps9d1"	"chr8:119910359-124345724"	86	0.139454578553939	11.5127175368139	FALSE
"ENSMUSG00000001065.11"	"Zfp276"	"chr8:119910359-124345724"	77	0.12043726895049	10.3078982597055	FALSE
"ENSMUSG00000001076.6"	"C1ql4"	"chr15:99084685-99087817"	4	0.00352740372270897	0.535475234270415	FALSE
"ENSMUSG00000001082.9"	"Mfsd10"	"chr5:34633641-34637212"	150	0.460477495456148	20.0803212851406	FALSE
"ENSMUSG00000001089.11"	"Luzp1"	"chr4:136469760-136602723"	324	0.774056213265362	43.3734939759036	FALSE
"ENSMUSG00000001095.5"	"Slc13a2"	"chr11:78394484-78422217"	0	1.14276320389967e-05	0	FALSE
"ENSMUSG00000001098.12"	"Kctd10"	"chr5:114314940-114380508"	134	0.331871122642794	17.9384203480589	FALSE
"ENSMUSG00000001100.7"	"Poldip2"	"chr11:78512192-78522736"	256	0.84700420973064	34.2704149933066	FALSE
"ENSMUSG00000001103.7"	"Sebox"	"chr11:78503446-78505081"	0	1.08720210786136e-05	0	FALSE
"ENSMUSG00000001105.12"	"Ift20"	"chr11:78536360-78541737"	243	0.701387997809295	32.5301204819277	FALSE
"ENSMUSG00000001119.7"	"Col6a1"	"chr10:76708791-76726168"	56	0.0837097406761002	7.49665327978581	FALSE
"ENSMUSG00000001120.12"	"Pcbp3"	"chr10:76761856-76961887"	270	0.898321678527696	36.144578313253	FALSE
"ENSMUSG00000001123.12"	"Lgals9"	"chr11:78962973-78984946"	1	0.000200348963484033	0.133868808567604	FALSE
"ENSMUSG00000001127.9"	"Araf"	"chrX:20848542-20921004"	316	1.10044667098449	42.3025435073628	FALSE
"ENSMUSG00000001128.7"	"Cfp"	"chrX:20925453-20931555"	34	0.0362526055265539	4.55153949129853	FALSE
"ENSMUSG00000001131.8"	"Timp1"	"chrX:20848542-20921004"	15	0.0303679309071148	2.00803212851406	FALSE
"ENSMUSG00000001134.6"	"Uxt"	"chrX:20933394-20986737"	240	1.26454579674869	32.1285140562249	TRUE
"ENSMUSG00000001138.10"	"Cnnm3"	"chr1:36511866-36528237"	73	0.0850619708929885	9.77242302543507	FALSE
"ENSMUSG00000001143.10"	"Lman2l"	"chr1:36372290-36445271"	149	0.340609564893542	19.946452476573	FALSE
"ENSMUSG00000001150.6"	"Mcm3ap"	"chr10:76449080-76515856"	149	0.128908666805332	19.946452476573	FALSE
"ENSMUSG00000001151.9"	"Pcnt"	"chr10:76351253-76442912"	190	0.109010776243595	25.4350736278447	FALSE
"ENSMUSG00000001155.10"	"Ftcd"	"chr10:76575647-76590338"	0	0	0	FALSE
"ENSMUSG00000001156.7"	"Mxd1"	"chr6:86647043-86669159"	89	0.130041990973718	11.9143239625167	FALSE
"ENSMUSG00000001157.10"	"Gmcl1"	"chr6:86691767-86733378"	153	0.274681885084932	20.4819277108434	FALSE
"ENSMUSG00000001158.10"	"Snrnp27"	"chr6:86675220-86684522"	398	1.54951423915167	53.2797858099063	FALSE
"ENSMUSG00000001166.14"	"Oas1c"	"chr5:120800193-120812514"	2	0.00231433370336343	0.267737617135207	FALSE
"ENSMUSG00000001168.13"	"Oas1h"	"chr5:120861420-120873512"	0	0	0	FALSE
"ENSMUSG00000001173.12"	"Ocrl"	"chrX:47912386-47965868"	64	0.107628101558664	8.56760374832664	FALSE
"ENSMUSG00000001175.10"	"Calm1"	"chr12:100199434-100209814"	737	8.40857428049737	98.661311914324	FALSE
"ENSMUSG00000001211.11"	"Agpat3"	"chr10:78269177-78352489"	113	0.571359742340601	15.1271753681392	TRUE
"ENSMUSG00000001225.9"	"Slc26a3"	"chr12:31390870-31473917"	0	0	0	FALSE
"ENSMUSG00000001227.8"	"Sema6b"	"chr17:56123084-56140343"	2	0.000942450271779358	0.267737617135207	FALSE
"ENSMUSG00000001228.11"	"Uhrf1"	"chr17:56303320-56323486"	402	1.77189510073477	53.8152610441767	FALSE
"ENSMUSG00000001229.7"	"Dpp9"	"chr17:56186681-56218889"	155	0.227519461216504	20.7496653279786	FALSE
"ENSMUSG00000001240.10"	"Ramp2"	"chr11:101246027-101248250"	4	0.0169470923790622	0.535475234270415	FALSE
"ENSMUSG00000001247.13"	"Lsr"	"chr7:30945251-30973464"	60	0.112675728499274	8.03212851405623	FALSE
"ENSMUSG00000001248.11"	"Gramd1a"	"chr7:31130126-31170641"	253	0.593354900857398	33.8688085676038	FALSE
"ENSMUSG00000001249.11"	"Hpn"	"chr7:31098724-31115290"	1	0.00163388236882466	0.133868808567604	FALSE
"ENSMUSG00000001260.7"	"Gabrg1"	"chr5:70751046-70842617"	2	0.00472190154418846	0.267737617135207	FALSE
"ENSMUSG00000001270.8"	"Ckb"	"chr12:111669354-111672338"	774	51.5152855227572	103.614457831325	FALSE
"ENSMUSG00000001280.9"	"Sp1"	"chr15:102406142-102436404"	104	0.0882371753663562	13.9223560910308	FALSE
"ENSMUSG00000001281.6"	"Itgb7"	"chr15:102215994-102231935"	1	0.000587665903966779	0.133868808567604	FALSE
"ENSMUSG00000001285.9"	"Myg1"	"chr15:102326115-102338139"	250	1.18001892102482	33.4672021419009	FALSE
"ENSMUSG00000001288.11"	"Rarg"	"chr15:102234937-102257517"	1	0.000109900198603665	0.133868808567604	FALSE
"ENSMUSG00000001289.9"	"Pfdn5"	"chr15:102326115-102338139"	564	3.58248713530371	75.5020080321285	FALSE
"ENSMUSG00000001300.12"	"Efnb2"	"chr8:8617433-8660773"	190	0.196898848221225	25.4350736278447	FALSE
"ENSMUSG00000001305.5"	"Rrp15"	"chr1:186720977-186749358"	244	0.758628848139074	32.6639892904953	FALSE
"ENSMUSG00000001313.9"	"Rnd2"	"chr11:101458744-101471853"	189	0.464287932395042	25.3012048192771	FALSE
